,T,NT,stimuli,greedy,action,action*,reward,q,epsilon,alpha,chose_big,fixed_action
689,690,2,"[0.055, 0.105]",1,1,1,0.105,"[[0.31  0.425]
 [0.026 0.309]
 [0.663 0.62 ]]",0.0,0.9,1,0
690,691,1,"[0.625, 0.575]",1,1,0,0.625,"[[0.31  0.425]
 [0.026 0.125]
 [0.663 0.62 ]]",0.0,0.9,1,0
691,692,2,"[0.275, 0.325]",1,1,1,0.325,"[[0.31  0.605]
 [0.026 0.125]
 [0.663 0.62 ]]",0.0,0.9,1,0
692,693,1,"[0.385, 0.435]",1,1,0,0.435,"[[0.31  0.605]
 [0.026 0.305]
 [0.663 0.62 ]]",0.0,0.9,1,0
693,694,2,"[0.135, 0.085]",1,1,1,0.135,"[[0.31  0.452]
 [0.026 0.305]
 [0.663 0.62 ]]",0.0,0.9,1,0
694,695,1,"[0.355, 0.405]",1,1,0,0.405,"[[0.31  0.452]
 [0.026 0.152]
 [0.663 0.62 ]]",0.0,0.9,1,0
695,696,2,"[0.105, 0.055]",1,1,1,0.105,"[[0.31  0.41 ]
 [0.026 0.152]
 [0.663 0.62 ]]",0.0,0.9,1,0
696,697,1,"[0.605, 0.655]",1,1,0,0.655,"[[0.31  0.41 ]
 [0.026 0.11 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
697,698,2,"[0.355, 0.305]",1,1,1,0.355,"[[0.31  0.63 ]
 [0.026 0.11 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
698,699,1,"[0.405, 0.355]",1,1,0,0.405,"[[0.31  0.63 ]
 [0.026 0.33 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
699,700,2,"[0.055, 0.105]",1,1,1,0.105,"[[0.31  0.428]
 [0.026 0.33 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
700,701,1,"[0.365, 0.315]",1,1,0,0.365,"[[0.31  0.428]
 [0.026 0.128]
 [0.663 0.62 ]]",0.0,0.9,1,0
701,702,2,"[0.015, 0.065]",1,1,1,0.065,"[[0.31  0.371]
 [0.026 0.128]
 [0.663 0.62 ]]",0.0,0.9,1,0
702,703,1,"[0.375, 0.425]",1,1,0,0.425,"[[0.31  0.371]
 [0.026 0.071]
 [0.663 0.62 ]]",0.0,0.9,1,0
703,704,2,"[0.075, 0.125]",1,1,1,0.125,"[[0.31  0.42 ]
 [0.026 0.071]
 [0.663 0.62 ]]",0.0,0.9,1,0
704,705,1,"[0.495, 0.445]",1,1,0,0.495,"[[0.31  0.42 ]
 [0.026 0.12 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
705,706,2,"[0.145, 0.195]",1,1,1,0.195,"[[0.31  0.487]
 [0.026 0.12 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
706,707,1,"[0.385, 0.435]",1,1,0,0.435,"[[0.31  0.487]
 [0.026 0.187]
 [0.663 0.62 ]]",0.0,0.9,1,0
707,708,2,"[0.135, 0.085]",1,1,1,0.135,"[[0.31  0.44 ]
 [0.026 0.187]
 [0.663 0.62 ]]",0.0,0.9,1,0
708,709,1,"[0.685, 0.635]",1,1,0,0.685,"[[0.31  0.44 ]
 [0.026 0.14 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
709,710,2,"[0.385, 0.335]",1,1,1,0.385,"[[0.31  0.661]
 [0.026 0.14 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
710,711,1,"[0.455, 0.505]",1,1,0,0.505,"[[0.31  0.661]
 [0.026 0.361]
 [0.663 0.62 ]]",0.0,0.9,1,0
711,712,2,"[0.155, 0.205]",1,1,1,0.205,"[[0.31  0.521]
 [0.026 0.361]
 [0.663 0.62 ]]",0.0,0.9,1,0
712,713,1,"[0.425, 0.475]",1,1,0,0.475,"[[0.31  0.521]
 [0.026 0.221]
 [0.663 0.62 ]]",0.0,0.9,1,0
713,714,2,"[0.175, 0.125]",1,1,1,0.175,"[[0.31  0.48 ]
 [0.026 0.221]
 [0.663 0.62 ]]",0.0,0.9,1,0
714,715,1,"[0.455, 0.505]",1,1,0,0.505,"[[0.31  0.48 ]
 [0.026 0.18 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
715,716,2,"[0.155, 0.205]",1,1,1,0.205,"[[0.31  0.502]
 [0.026 0.18 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
716,717,1,"[0.435, 0.385]",1,1,0,0.435,"[[0.31  0.502]
 [0.026 0.202]
 [0.663 0.62 ]]",0.0,0.9,1,0
717,718,2,"[0.135, 0.085]",1,1,1,0.135,"[[0.31  0.442]
 [0.026 0.202]
 [0.663 0.62 ]]",0.0,0.9,1,0
718,719,1,"[0.375, 0.425]",1,1,0,0.425,"[[0.31  0.442]
 [0.026 0.142]
 [0.663 0.62 ]]",0.0,0.9,1,0
719,720,2,"[0.075, 0.125]",1,1,1,0.125,"[[0.31  0.427]
 [0.026 0.142]
 [0.663 0.62 ]]",0.0,0.9,1,0
720,721,1,"[0.405, 0.355]",1,1,0,0.405,"[[0.31  0.427]
 [0.026 0.127]
 [0.663 0.62 ]]",0.0,0.9,1,0
721,722,2,"[0.105, 0.055]",1,1,1,0.105,"[[0.31  0.407]
 [0.026 0.127]
 [0.663 0.62 ]]",0.0,0.9,1,0
722,723,1,"[0.465, 0.515]",1,1,0,0.515,"[[0.31  0.407]
 [0.026 0.107]
 [0.663 0.62 ]]",0.0,0.9,1,0
723,724,2,"[0.215, 0.165]",1,1,1,0.215,"[[0.31  0.504]
 [0.026 0.107]
 [0.663 0.62 ]]",0.0,0.9,1,0
724,725,1,"[0.475, 0.525]",1,1,0,0.525,"[[0.31  0.504]
 [0.026 0.204]
 [0.663 0.62 ]]",0.0,0.9,1,0
725,726,2,"[0.225, 0.175]",1,1,1,0.225,"[[0.31  0.523]
 [0.026 0.204]
 [0.663 0.62 ]]",0.0,0.9,1,0
726,727,1,"[0.655, 0.605]",1,1,0,0.655,"[[0.31  0.523]
 [0.026 0.223]
 [0.663 0.62 ]]",0.0,0.9,1,0
727,728,2,"[0.305, 0.355]",1,1,1,0.355,"[[0.31  0.642]
 [0.026 0.223]
 [0.663 0.62 ]]",0.0,0.9,1,0
728,729,1,"[0.655, 0.605]",1,1,0,0.655,"[[0.31  0.642]
 [0.026 0.342]
 [0.663 0.62 ]]",0.0,0.9,1,0
729,730,2,"[0.305, 0.355]",1,1,1,0.355,"[[0.31  0.654]
 [0.026 0.342]
 [0.663 0.62 ]]",0.0,0.9,1,0
730,731,1,"[0.475, 0.425]",1,1,0,0.475,"[[0.31  0.654]
 [0.026 0.354]
 [0.663 0.62 ]]",0.0,0.9,1,0
731,732,2,"[0.125, 0.175]",1,1,1,0.175,"[[0.31  0.493]
 [0.026 0.354]
 [0.663 0.62 ]]",0.0,0.9,1,0
732,733,1,"[0.305, 0.355]",1,1,0,0.355,"[[0.31  0.493]
 [0.026 0.193]
 [0.663 0.62 ]]",0.0,0.9,1,0
733,734,2,"[0.005, 0.055]",1,1,1,0.055,"[[0.31  0.369]
 [0.026 0.193]
 [0.663 0.62 ]]",0.0,0.9,1,0
734,735,1,"[0.365, 0.315]",1,1,0,0.365,"[[0.31  0.369]
 [0.026 0.069]
 [0.663 0.62 ]]",0.0,0.9,1,0
735,736,2,"[0.065, 0.015]",1,1,1,0.065,"[[0.31  0.365]
 [0.026 0.069]
 [0.663 0.62 ]]",0.0,0.9,1,0
736,737,1,"[0.605, 0.655]",1,1,0,0.655,"[[0.31  0.365]
 [0.026 0.065]
 [0.663 0.62 ]]",0.0,0.9,1,0
737,738,2,"[0.305, 0.355]",1,1,1,0.355,"[[0.31  0.626]
 [0.026 0.065]
 [0.663 0.62 ]]",0.0,0.9,1,0
738,739,1,"[0.555, 0.505]",1,1,0,0.555,"[[0.31  0.626]
 [0.026 0.326]
 [0.663 0.62 ]]",0.0,0.9,1,0
739,740,2,"[0.255, 0.205]",1,1,1,0.255,"[[0.31  0.562]
 [0.026 0.326]
 [0.663 0.62 ]]",0.0,0.9,1,0
740,741,1,"[0.535, 0.485]",1,1,0,0.535,"[[0.31  0.562]
 [0.026 0.262]
 [0.663 0.62 ]]",0.0,0.9,1,0
741,742,2,"[0.185, 0.235]",1,1,1,0.235,"[[0.31  0.538]
 [0.026 0.262]
 [0.663 0.62 ]]",0.0,0.9,1,0
742,743,1,"[0.635, 0.585]",1,1,0,0.635,"[[0.31  0.538]
 [0.026 0.238]
 [0.663 0.62 ]]",0.0,0.9,1,0
743,744,2,"[0.285, 0.335]",1,1,1,0.335,"[[0.31  0.625]
 [0.026 0.238]
 [0.663 0.62 ]]",0.0,0.9,1,0
744,745,1,"[0.425, 0.375]",1,1,0,0.425,"[[0.31  0.625]
 [0.026 0.325]
 [0.663 0.62 ]]",0.0,0.9,1,0
745,746,2,"[0.125, 0.075]",1,1,1,0.125,"[[0.31  0.445]
 [0.026 0.325]
 [0.663 0.62 ]]",0.0,0.9,1,0
746,747,1,"[0.385, 0.435]",1,1,0,0.435,"[[0.31  0.445]
 [0.026 0.145]
 [0.663 0.62 ]]",0.0,0.9,1,0
747,748,2,"[0.085, 0.135]",1,1,1,0.135,"[[0.31  0.436]
 [0.026 0.145]
 [0.663 0.62 ]]",0.0,0.9,1,0
748,749,1,"[0.555, 0.505]",1,1,0,0.555,"[[0.31  0.436]
 [0.026 0.136]
 [0.663 0.62 ]]",0.0,0.9,1,0
749,750,2,"[0.255, 0.205]",1,1,1,0.255,"[[0.31  0.543]
 [0.026 0.136]
 [0.663 0.62 ]]",0.0,0.9,1,0
750,751,1,"[0.585, 0.535]",1,1,0,0.585,"[[0.31  0.543]
 [0.026 0.243]
 [0.663 0.62 ]]",0.0,0.9,1,0
751,752,2,"[0.235, 0.285]",1,1,1,0.285,"[[0.31  0.581]
 [0.026 0.243]
 [0.663 0.62 ]]",0.0,0.9,1,0
752,753,1,"[0.545, 0.595]",1,1,0,0.595,"[[0.31  0.581]
 [0.026 0.281]
 [0.663 0.62 ]]",0.0,0.9,1,0
753,754,2,"[0.245, 0.295]",1,1,1,0.295,"[[0.31  0.594]
 [0.026 0.281]
 [0.663 0.62 ]]",0.0,0.9,1,0
754,755,1,"[0.575, 0.625]",1,1,0,0.625,"[[0.31  0.594]
 [0.026 0.294]
 [0.663 0.62 ]]",0.0,0.9,1,0
755,756,2,"[0.275, 0.325]",1,1,1,0.325,"[[0.31  0.622]
 [0.026 0.294]
 [0.663 0.62 ]]",0.0,0.9,1,0
756,757,1,"[0.585, 0.635]",1,1,0,0.635,"[[0.31  0.622]
 [0.026 0.322]
 [0.663 0.62 ]]",0.0,0.9,1,0
757,758,2,"[0.285, 0.335]",1,1,1,0.335,"[[0.31  0.634]
 [0.026 0.322]
 [0.663 0.62 ]]",0.0,0.9,1,0
758,759,1,"[0.575, 0.625]",1,1,0,0.625,"[[0.31  0.634]
 [0.026 0.334]
 [0.663 0.62 ]]",0.0,0.9,1,0
759,760,2,"[0.325, 0.275]",1,1,1,0.325,"[[0.31  0.626]
 [0.026 0.334]
 [0.663 0.62 ]]",0.0,0.9,1,0
760,761,1,"[0.535, 0.585]",1,1,0,0.585,"[[0.31  0.626]
 [0.026 0.326]
 [0.663 0.62 ]]",0.0,0.9,1,0
761,762,2,"[0.235, 0.285]",1,1,1,0.285,"[[0.31  0.589]
 [0.026 0.326]
 [0.663 0.62 ]]",0.0,0.9,1,0
762,763,1,"[0.525, 0.575]",1,1,0,0.575,"[[0.31  0.589]
 [0.026 0.289]
 [0.663 0.62 ]]",0.0,0.9,1,0
763,764,2,"[0.275, 0.225]",1,1,1,0.275,"[[0.31  0.576]
 [0.026 0.289]
 [0.663 0.62 ]]",0.0,0.9,1,0
764,765,1,"[0.585, 0.535]",1,1,0,0.585,"[[0.31  0.576]
 [0.026 0.276]
 [0.663 0.62 ]]",0.0,0.9,1,0
765,766,2,"[0.235, 0.285]",1,1,1,0.285,"[[0.31  0.584]
 [0.026 0.276]
 [0.663 0.62 ]]",0.0,0.9,1,0
766,767,1,"[0.565, 0.615]",1,1,0,0.615,"[[0.31  0.584]
 [0.026 0.284]
 [0.663 0.62 ]]",0.0,0.9,1,0
767,768,2,"[0.265, 0.315]",1,1,1,0.315,"[[0.31  0.612]
 [0.026 0.284]
 [0.663 0.62 ]]",0.0,0.9,1,0
768,769,1,"[0.685, 0.635]",1,1,0,0.685,"[[0.31  0.612]
 [0.026 0.312]
 [0.663 0.62 ]]",0.0,0.9,1,0
769,770,2,"[0.385, 0.335]",1,1,1,0.385,"[[0.31  0.678]
 [0.026 0.312]
 [0.663 0.62 ]]",0.0,0.9,1,0
770,771,1,"[0.525, 0.575]",1,1,0,0.575,"[[0.31  0.678]
 [0.026 0.378]
 [0.663 0.62 ]]",0.0,0.9,1,0
771,772,2,"[0.275, 0.225]",1,1,1,0.275,"[[0.31  0.585]
 [0.026 0.378]
 [0.663 0.62 ]]",0.0,0.9,1,0
772,773,1,"[0.485, 0.435]",1,1,0,0.485,"[[0.31  0.585]
 [0.026 0.285]
 [0.663 0.62 ]]",0.0,0.9,1,0
773,774,2,"[0.185, 0.135]",1,1,1,0.185,"[[0.31  0.495]
 [0.026 0.285]
 [0.663 0.62 ]]",0.0,0.9,1,0
774,775,1,"[0.335, 0.385]",1,1,0,0.385,"[[0.31  0.495]
 [0.026 0.195]
 [0.663 0.62 ]]",0.0,0.9,1,0
775,776,2,"[0.035, 0.085]",1,1,1,0.085,"[[0.31  0.396]
 [0.026 0.195]
 [0.663 0.62 ]]",0.0,0.9,1,0
776,777,1,"[0.435, 0.485]",1,1,0,0.485,"[[0.31  0.396]
 [0.026 0.096]
 [0.663 0.62 ]]",0.0,0.9,1,0
777,778,2,"[0.185, 0.135]",1,1,1,0.185,"[[0.31  0.476]
 [0.026 0.096]
 [0.663 0.62 ]]",0.0,0.9,1,0
778,779,1,"[0.445, 0.495]",1,1,0,0.495,"[[0.31  0.476]
 [0.026 0.176]
 [0.663 0.62 ]]",0.0,0.9,1,0
779,780,2,"[0.195, 0.145]",1,1,1,0.195,"[[0.31  0.493]
 [0.026 0.176]
 [0.663 0.62 ]]",0.0,0.9,1,0
780,781,1,"[0.335, 0.385]",1,1,0,0.385,"[[0.31  0.493]
 [0.026 0.193]
 [0.663 0.62 ]]",0.0,0.9,1,0
781,782,2,"[0.085, 0.035]",1,1,1,0.085,"[[0.31  0.396]
 [0.026 0.193]
 [0.663 0.62 ]]",0.0,0.9,1,0
782,783,1,"[0.395, 0.345]",1,1,0,0.395,"[[0.31  0.396]
 [0.026 0.096]
 [0.663 0.62 ]]",0.0,0.9,1,0
783,784,2,"[0.095, 0.045]",1,1,1,0.095,"[[0.31  0.395]
 [0.026 0.096]
 [0.663 0.62 ]]",0.0,0.9,1,0
784,785,1,"[0.565, 0.615]",1,1,0,0.615,"[[0.31  0.395]
 [0.026 0.095]
 [0.663 0.62 ]]",0.0,0.9,1,0
785,786,2,"[0.265, 0.315]",1,1,1,0.315,"[[0.31  0.593]
 [0.026 0.095]
 [0.663 0.62 ]]",0.0,0.9,1,0
786,787,1,"[0.435, 0.385]",1,1,0,0.435,"[[0.31  0.593]
 [0.026 0.293]
 [0.663 0.62 ]]",0.0,0.9,1,0
787,788,2,"[0.135, 0.085]",1,1,1,0.135,"[[0.31  0.451]
 [0.026 0.293]
 [0.663 0.62 ]]",0.0,0.9,1,0
788,789,1,"[0.525, 0.575]",1,1,0,0.575,"[[0.31  0.451]
 [0.026 0.151]
 [0.663 0.62 ]]",0.0,0.9,1,0
789,790,2,"[0.225, 0.275]",1,1,1,0.275,"[[0.31  0.563]
 [0.026 0.151]
 [0.663 0.62 ]]",0.0,0.9,1,0
790,791,1,"[0.615, 0.665]",1,1,0,0.665,"[[0.31  0.563]
 [0.026 0.263]
 [0.663 0.62 ]]",0.0,0.9,1,0
791,792,2,"[0.365, 0.315]",1,1,1,0.365,"[[0.31  0.655]
 [0.026 0.263]
 [0.663 0.62 ]]",0.0,0.9,1,0
792,793,1,"[0.325, 0.375]",1,1,0,0.375,"[[0.31  0.655]
 [0.026 0.355]
 [0.663 0.62 ]]",0.0,0.9,1,0
793,794,2,"[0.075, 0.025]",1,1,1,0.075,"[[0.31  0.403]
 [0.026 0.355]
 [0.663 0.62 ]]",0.0,0.9,1,0
794,795,1,"[0.585, 0.635]",1,1,0,0.635,"[[0.31  0.403]
 [0.026 0.103]
 [0.663 0.62 ]]",0.0,0.9,1,0
795,796,2,"[0.285, 0.335]",1,1,1,0.335,"[[0.31  0.612]
 [0.026 0.103]
 [0.663 0.62 ]]",0.0,0.9,1,0
796,797,1,"[0.555, 0.505]",1,1,0,0.555,"[[0.31  0.612]
 [0.026 0.312]
 [0.663 0.62 ]]",0.0,0.9,1,0
797,798,2,"[0.255, 0.205]",1,1,1,0.255,"[[0.31  0.561]
 [0.026 0.312]
 [0.663 0.62 ]]",0.0,0.9,1,0
798,799,1,"[0.465, 0.415]",1,1,0,0.465,"[[0.31  0.561]
 [0.026 0.261]
 [0.663 0.62 ]]",0.0,0.9,1,0
799,800,2,"[0.165, 0.115]",1,1,1,0.165,"[[0.31  0.475]
 [0.026 0.261]
 [0.663 0.62 ]]",0.0,0.9,1,0
800,801,1,"[0.45, 0.35]",1,1,0,0.45,"[[0.31  0.475]
 [0.026 0.175]
 [0.663 0.62 ]]",0.0,0.9,1,0
801,802,2,"[0.15, 0.05]",1,1,1,0.15,"[[0.31  0.452]
 [0.026 0.175]
 [0.663 0.62 ]]",0.0,0.9,1,0
802,803,1,"[0.62, 0.52]",1,1,0,0.62,"[[0.31  0.452]
 [0.026 0.152]
 [0.663 0.62 ]]",0.0,0.9,1,0
803,804,2,"[0.32, 0.22]",1,1,1,0.32,"[[0.31  0.603]
 [0.026 0.152]
 [0.663 0.62 ]]",0.0,0.9,1,0
804,805,1,"[0.42, 0.32]",1,1,0,0.42,"[[0.31  0.603]
 [0.026 0.303]
 [0.663 0.62 ]]",0.0,0.9,1,0
805,806,2,"[0.12, 0.02]",1,1,1,0.12,"[[0.31  0.438]
 [0.026 0.303]
 [0.663 0.62 ]]",0.0,0.9,1,0
806,807,1,"[0.5, 0.4]",1,1,0,0.5,"[[0.31  0.438]
 [0.026 0.138]
 [0.663 0.62 ]]",0.0,0.9,1,0
807,808,2,"[0.1, 0.2]",1,1,1,0.2,"[[0.31  0.494]
 [0.026 0.138]
 [0.663 0.62 ]]",0.0,0.9,1,0
808,809,1,"[0.43, 0.53]",1,1,0,0.53,"[[0.31  0.494]
 [0.026 0.194]
 [0.663 0.62 ]]",0.0,0.9,1,0
809,810,2,"[0.23, 0.13]",1,1,1,0.23,"[[0.31  0.526]
 [0.026 0.194]
 [0.663 0.62 ]]",0.0,0.9,1,0
810,811,1,"[0.31, 0.41]",1,1,0,0.41,"[[0.31  0.526]
 [0.026 0.226]
 [0.663 0.62 ]]",0.0,0.9,1,0
811,812,2,"[0.01, 0.11]",1,1,1,0.11,"[[0.31  0.422]
 [0.026 0.226]
 [0.663 0.62 ]]",0.0,0.9,1,0
812,813,1,"[0.52, 0.42]",1,1,0,0.52,"[[0.31  0.422]
 [0.026 0.122]
 [0.663 0.62 ]]",0.0,0.9,1,0
813,814,2,"[0.22, 0.12]",1,1,1,0.22,"[[0.31  0.51 ]
 [0.026 0.122]
 [0.663 0.62 ]]",0.0,0.9,1,0
814,815,1,"[0.64, 0.54]",1,1,0,0.64,"[[0.31  0.51 ]
 [0.026 0.21 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
815,816,2,"[0.24, 0.34]",1,1,1,0.34,"[[0.31  0.627]
 [0.026 0.21 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
816,817,1,"[0.41, 0.31]",1,1,0,0.41,"[[0.31  0.627]
 [0.026 0.327]
 [0.663 0.62 ]]",0.0,0.9,1,0
817,818,2,"[0.01, 0.11]",1,1,1,0.11,"[[0.31  0.432]
 [0.026 0.327]
 [0.663 0.62 ]]",0.0,0.9,1,0
818,819,1,"[0.38, 0.48]",1,1,0,0.48,"[[0.31  0.432]
 [0.026 0.132]
 [0.663 0.62 ]]",0.0,0.9,1,0
819,820,2,"[0.18, 0.08]",1,1,1,0.18,"[[0.31  0.475]
 [0.026 0.132]
 [0.663 0.62 ]]",0.0,0.9,1,0
820,821,1,"[0.51, 0.61]",1,1,0,0.61,"[[0.31  0.475]
 [0.026 0.175]
 [0.663 0.62 ]]",0.0,0.9,1,0
821,822,2,"[0.31, 0.21]",1,1,1,0.31,"[[0.31  0.597]
 [0.026 0.175]
 [0.663 0.62 ]]",0.0,0.9,1,0
822,823,1,"[0.48, 0.58]",1,1,0,0.58,"[[0.31  0.597]
 [0.026 0.297]
 [0.663 0.62 ]]",0.0,0.9,1,0
823,824,2,"[0.28, 0.18]",1,1,1,0.28,"[[0.31  0.582]
 [0.026 0.297]
 [0.663 0.62 ]]",0.0,0.9,1,0
824,825,1,"[0.41, 0.31]",1,1,0,0.41,"[[0.31  0.582]
 [0.026 0.282]
 [0.663 0.62 ]]",0.0,0.9,1,0
825,826,2,"[0.11, 0.01]",1,1,1,0.11,"[[0.31  0.427]
 [0.026 0.282]
 [0.663 0.62 ]]",0.0,0.9,1,0
826,827,1,"[0.41, 0.31]",1,1,0,0.41,"[[0.31  0.427]
 [0.026 0.127]
 [0.663 0.62 ]]",0.0,0.9,1,0
827,828,2,"[0.11, 0.01]",1,1,1,0.11,"[[0.31  0.412]
 [0.026 0.127]
 [0.663 0.62 ]]",0.0,0.9,1,0
828,829,1,"[0.37, 0.47]",1,1,0,0.47,"[[0.31  0.412]
 [0.026 0.112]
 [0.663 0.62 ]]",0.0,0.9,1,0
829,830,2,"[0.17, 0.07]",1,1,1,0.17,"[[0.31  0.464]
 [0.026 0.112]
 [0.663 0.62 ]]",0.0,0.9,1,0
830,831,1,"[0.49, 0.59]",1,1,0,0.59,"[[0.31  0.464]
 [0.026 0.164]
 [0.663 0.62 ]]",0.0,0.9,1,0
831,832,2,"[0.29, 0.19]",1,1,1,0.29,"[[0.31  0.577]
 [0.026 0.164]
 [0.663 0.62 ]]",0.0,0.9,1,0
832,833,1,"[0.55, 0.65]",1,1,0,0.65,"[[0.31  0.577]
 [0.026 0.277]
 [0.663 0.62 ]]",0.0,0.9,1,0
833,834,2,"[0.35, 0.25]",1,1,1,0.35,"[[0.31  0.643]
 [0.026 0.277]
 [0.663 0.62 ]]",0.0,0.9,1,0
834,835,1,"[0.41, 0.51]",1,1,0,0.51,"[[0.31  0.643]
 [0.026 0.343]
 [0.663 0.62 ]]",0.0,0.9,1,0
835,836,2,"[0.21, 0.11]",1,1,1,0.21,"[[0.31  0.523]
 [0.026 0.343]
 [0.663 0.62 ]]",0.0,0.9,1,0
836,837,1,"[0.48, 0.38]",1,1,0,0.48,"[[0.31  0.523]
 [0.026 0.223]
 [0.663 0.62 ]]",0.0,0.9,1,0
837,838,2,"[0.18, 0.08]",1,1,1,0.18,"[[0.31  0.484]
 [0.026 0.223]
 [0.663 0.62 ]]",0.0,0.9,1,0
838,839,1,"[0.5, 0.4]",1,1,0,0.5,"[[0.31  0.484]
 [0.026 0.184]
 [0.663 0.62 ]]",0.0,0.9,1,0
839,840,2,"[0.2, 0.1]",1,1,1,0.2,"[[0.31  0.498]
 [0.026 0.184]
 [0.663 0.62 ]]",0.0,0.9,1,0
840,841,1,"[0.41, 0.31]",1,1,0,0.41,"[[0.31  0.498]
 [0.026 0.198]
 [0.663 0.62 ]]",0.0,0.9,1,0
841,842,2,"[0.11, 0.01]",1,1,1,0.11,"[[0.31  0.419]
 [0.026 0.198]
 [0.663 0.62 ]]",0.0,0.9,1,0
842,843,1,"[0.38, 0.48]",1,1,0,0.48,"[[0.31  0.419]
 [0.026 0.119]
 [0.663 0.62 ]]",0.0,0.9,1,0
843,844,2,"[0.18, 0.08]",1,1,1,0.18,"[[0.31  0.474]
 [0.026 0.119]
 [0.663 0.62 ]]",0.0,0.9,1,0
844,845,1,"[0.54, 0.44]",1,1,0,0.54,"[[0.31  0.474]
 [0.026 0.174]
 [0.663 0.62 ]]",0.0,0.9,1,0
845,846,2,"[0.24, 0.14]",1,1,1,0.24,"[[0.31  0.533]
 [0.026 0.174]
 [0.663 0.62 ]]",0.0,0.9,1,0
846,847,1,"[0.59, 0.69]",1,1,0,0.69,"[[0.31  0.533]
 [0.026 0.233]
 [0.663 0.62 ]]",0.0,0.9,1,0
847,848,2,"[0.39, 0.29]",1,1,1,0.39,"[[0.31  0.674]
 [0.026 0.233]
 [0.663 0.62 ]]",0.0,0.9,1,0
848,849,1,"[0.47, 0.57]",1,1,0,0.57,"[[0.31  0.674]
 [0.026 0.374]
 [0.663 0.62 ]]",0.0,0.9,1,0
849,850,2,"[0.27, 0.17]",1,1,1,0.27,"[[0.31  0.58 ]
 [0.026 0.374]
 [0.663 0.62 ]]",0.0,0.9,1,0
850,851,1,"[0.44, 0.54]",1,1,0,0.54,"[[0.31  0.58 ]
 [0.026 0.28 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
851,852,2,"[0.24, 0.14]",1,1,1,0.24,"[[0.31  0.544]
 [0.026 0.28 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
852,853,1,"[0.36, 0.46]",1,1,0,0.46,"[[0.31  0.544]
 [0.026 0.244]
 [0.663 0.62 ]]",0.0,0.9,1,0
853,854,2,"[0.16, 0.06]",1,1,1,0.16,"[[0.31  0.468]
 [0.026 0.244]
 [0.663 0.62 ]]",0.0,0.9,1,0
854,855,1,"[0.64, 0.54]",1,1,0,0.64,"[[0.31  0.468]
 [0.026 0.168]
 [0.663 0.62 ]]",0.0,0.9,1,0
855,856,2,"[0.24, 0.34]",1,1,1,0.34,"[[0.31  0.623]
 [0.026 0.168]
 [0.663 0.62 ]]",0.0,0.9,1,0
856,857,1,"[0.62, 0.52]",1,1,0,0.62,"[[0.31  0.623]
 [0.026 0.323]
 [0.663 0.62 ]]",0.0,0.9,1,0
857,858,2,"[0.32, 0.22]",1,1,1,0.32,"[[0.31  0.62 ]
 [0.026 0.323]
 [0.663 0.62 ]]",0.0,0.9,1,0
858,859,1,"[0.67, 0.57]",1,1,0,0.67,"[[0.31  0.62 ]
 [0.026 0.32 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
859,860,2,"[0.27, 0.37]",1,1,1,0.37,"[[0.31  0.665]
 [0.026 0.32 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
860,861,1,"[0.56, 0.66]",1,1,0,0.66,"[[0.31  0.665]
 [0.026 0.365]
 [0.663 0.62 ]]",0.0,0.9,1,0
861,862,2,"[0.26, 0.36]",1,1,1,0.36,"[[0.31  0.661]
 [0.026 0.365]
 [0.663 0.62 ]]",0.0,0.9,1,0
862,863,1,"[0.39, 0.49]",1,1,0,0.49,"[[0.31  0.661]
 [0.026 0.361]
 [0.663 0.62 ]]",0.0,0.9,1,0
863,864,2,"[0.19, 0.09]",1,1,1,0.19,"[[0.31  0.507]
 [0.026 0.361]
 [0.663 0.62 ]]",0.0,0.9,1,0
864,865,1,"[0.64, 0.54]",1,1,0,0.64,"[[0.31  0.507]
 [0.026 0.207]
 [0.663 0.62 ]]",0.0,0.9,1,0
865,866,2,"[0.34, 0.24]",1,1,1,0.34,"[[0.31  0.627]
 [0.026 0.207]
 [0.663 0.62 ]]",0.0,0.9,1,0
866,867,1,"[0.37, 0.47]",1,1,0,0.47,"[[0.31  0.627]
 [0.026 0.327]
 [0.663 0.62 ]]",0.0,0.9,1,0
867,868,2,"[0.17, 0.07]",1,1,1,0.17,"[[0.31  0.486]
 [0.026 0.327]
 [0.663 0.62 ]]",0.0,0.9,1,0
868,869,1,"[0.43, 0.53]",1,1,0,0.53,"[[0.31  0.486]
 [0.026 0.186]
 [0.663 0.62 ]]",0.0,0.9,1,0
