,T,NT,stimuli,greedy,action,action*,reward,q,epsilon,alpha,chose_big,fixed_action
1525,1526,2,"[0.185, 0.335]",1,1,1,0.335,"[[0.31  0.624]
 [0.026 0.222]
 [0.663 0.62 ]]",0.0,0.9,1,0
1526,1527,1,"[0.465, 0.315]",1,1,0,0.465,"[[0.31  0.624]
 [0.026 0.324]
 [0.663 0.62 ]]",0.0,0.9,1,0
1527,1528,2,"[0.015, 0.165]",1,1,1,0.165,"[[0.31  0.481]
 [0.026 0.324]
 [0.663 0.62 ]]",0.0,0.9,1,0
1528,1529,1,"[0.505, 0.355]",1,1,0,0.505,"[[0.31  0.481]
 [0.026 0.181]
 [0.663 0.62 ]]",0.0,0.9,1,0
1529,1530,2,"[0.205, 0.055]",1,1,1,0.205,"[[0.31  0.503]
 [0.026 0.181]
 [0.663 0.62 ]]",0.0,0.9,1,0
1530,1531,1,"[0.475, 0.625]",1,1,0,0.625,"[[0.31  0.503]
 [0.026 0.203]
 [0.663 0.62 ]]",0.0,0.9,1,0
1531,1532,2,"[0.325, 0.175]",1,1,1,0.325,"[[0.31  0.613]
 [0.026 0.203]
 [0.663 0.62 ]]",0.0,0.9,1,0
1532,1533,1,"[0.665, 0.515]",1,1,0,0.665,"[[0.31  0.613]
 [0.026 0.313]
 [0.663 0.62 ]]",0.0,0.9,1,0
1533,1534,2,"[0.215, 0.365]",1,1,1,0.365,"[[0.31  0.66 ]
 [0.026 0.313]
 [0.663 0.62 ]]",0.0,0.9,1,0
1534,1535,1,"[0.405, 0.555]",1,1,0,0.555,"[[0.31  0.66 ]
 [0.026 0.36 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1535,1536,2,"[0.255, 0.105]",1,1,1,0.255,"[[0.31  0.565]
 [0.026 0.36 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1536,1537,1,"[0.535, 0.685]",1,1,0,0.685,"[[0.31  0.565]
 [0.026 0.265]
 [0.663 0.62 ]]",0.0,0.9,1,0
1537,1538,2,"[0.235, 0.385]",1,1,1,0.385,"[[0.31  0.673]
 [0.026 0.265]
 [0.663 0.62 ]]",0.0,0.9,1,0
1538,1539,1,"[0.405, 0.555]",1,1,0,0.555,"[[0.31  0.673]
 [0.026 0.373]
 [0.663 0.62 ]]",0.0,0.9,1,0
1539,1540,2,"[0.105, 0.255]",1,1,1,0.255,"[[0.31  0.567]
 [0.026 0.373]
 [0.663 0.62 ]]",0.0,0.9,1,0
1540,1541,1,"[0.515, 0.665]",1,1,0,0.665,"[[0.31  0.567]
 [0.026 0.267]
 [0.663 0.62 ]]",0.0,0.9,1,0
1541,1542,2,"[0.215, 0.365]",1,1,1,0.365,"[[0.31  0.655]
 [0.026 0.267]
 [0.663 0.62 ]]",0.0,0.9,1,0
1542,1543,1,"[0.535, 0.385]",1,1,0,0.535,"[[0.31  0.655]
 [0.026 0.355]
 [0.663 0.62 ]]",0.0,0.9,1,0
1543,1544,2,"[0.085, 0.235]",1,1,1,0.235,"[[0.31  0.547]
 [0.026 0.355]
 [0.663 0.62 ]]",0.0,0.9,1,0
1544,1545,1,"[0.495, 0.645]",1,1,0,0.645,"[[0.31  0.547]
 [0.026 0.247]
 [0.663 0.62 ]]",0.0,0.9,1,0
1545,1546,2,"[0.195, 0.345]",1,1,1,0.345,"[[0.31  0.635]
 [0.026 0.247]
 [0.663 0.62 ]]",0.0,0.9,1,0
1546,1547,1,"[0.365, 0.515]",1,1,0,0.515,"[[0.31  0.635]
 [0.026 0.335]
 [0.663 0.62 ]]",0.0,0.9,1,0
1547,1548,2,"[0.215, 0.065]",1,1,1,0.215,"[[0.31  0.527]
 [0.026 0.335]
 [0.663 0.62 ]]",0.0,0.9,1,0
1548,1549,1,"[0.385, 0.535]",1,1,0,0.535,"[[0.31  0.527]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1549,1550,2,"[0.085, 0.235]",1,1,1,0.235,"[[0.31  0.534]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1550,1551,1,"[0.555, 0.405]",1,1,0,0.555,"[[0.31  0.534]
 [0.026 0.234]
 [0.663 0.62 ]]",0.0,0.9,1,0
1551,1552,2,"[0.255, 0.105]",1,1,1,0.255,"[[0.31  0.553]
 [0.026 0.234]
 [0.663 0.62 ]]",0.0,0.9,1,0
1552,1553,1,"[0.415, 0.565]",1,1,0,0.565,"[[0.31  0.553]
 [0.026 0.253]
 [0.663 0.62 ]]",0.0,0.9,1,0
1553,1554,2,"[0.265, 0.115]",1,1,1,0.265,"[[0.31  0.564]
 [0.026 0.253]
 [0.663 0.62 ]]",0.0,0.9,1,0
1554,1555,1,"[0.565, 0.415]",1,1,0,0.565,"[[0.31  0.564]
 [0.026 0.264]
 [0.663 0.62 ]]",0.0,0.9,1,0
1555,1556,2,"[0.115, 0.265]",1,1,1,0.265,"[[0.31  0.565]
 [0.026 0.264]
 [0.663 0.62 ]]",0.0,0.9,1,0
1556,1557,1,"[0.565, 0.415]",1,1,0,0.565,"[[0.31  0.565]
 [0.026 0.265]
 [0.663 0.62 ]]",0.0,0.9,1,0
1557,1558,2,"[0.265, 0.115]",1,1,1,0.265,"[[0.31  0.565]
 [0.026 0.265]
 [0.663 0.62 ]]",0.0,0.9,1,0
1558,1559,1,"[0.445, 0.595]",1,1,0,0.595,"[[0.31  0.565]
 [0.026 0.265]
 [0.663 0.62 ]]",0.0,0.9,1,0
1559,1560,2,"[0.145, 0.295]",1,1,1,0.295,"[[0.31  0.592]
 [0.026 0.265]
 [0.663 0.62 ]]",0.0,0.9,1,0
1560,1561,1,"[0.355, 0.505]",1,1,0,0.505,"[[0.31  0.592]
 [0.026 0.292]
 [0.663 0.62 ]]",0.0,0.9,1,0
1561,1562,2,"[0.205, 0.055]",1,1,1,0.205,"[[0.31  0.514]
 [0.026 0.292]
 [0.663 0.62 ]]",0.0,0.9,1,0
1562,1563,1,"[0.605, 0.455]",1,1,0,0.605,"[[0.31  0.514]
 [0.026 0.214]
 [0.663 0.62 ]]",0.0,0.9,1,0
1563,1564,2,"[0.305, 0.155]",1,1,1,0.305,"[[0.31  0.596]
 [0.026 0.214]
 [0.663 0.62 ]]",0.0,0.9,1,0
1564,1565,1,"[0.505, 0.655]",1,1,0,0.655,"[[0.31  0.596]
 [0.026 0.296]
 [0.663 0.62 ]]",0.0,0.9,1,0
1565,1566,2,"[0.355, 0.205]",1,1,1,0.355,"[[0.31  0.649]
 [0.026 0.296]
 [0.663 0.62 ]]",0.0,0.9,1,0
1566,1567,1,"[0.495, 0.345]",1,1,0,0.495,"[[0.31  0.649]
 [0.026 0.349]
 [0.663 0.62 ]]",0.0,0.9,1,0
1567,1568,2,"[0.195, 0.045]",1,1,1,0.195,"[[0.31  0.51 ]
 [0.026 0.349]
 [0.663 0.62 ]]",0.0,0.9,1,0
1568,1569,1,"[0.615, 0.465]",1,1,0,0.615,"[[0.31  0.51 ]
 [0.026 0.21 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1569,1570,2,"[0.315, 0.165]",1,1,1,0.315,"[[0.31  0.605]
 [0.026 0.21 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1570,1571,1,"[0.635, 0.485]",1,1,0,0.635,"[[0.31  0.605]
 [0.026 0.305]
 [0.663 0.62 ]]",0.0,0.9,1,0
1571,1572,2,"[0.335, 0.185]",1,1,1,0.335,"[[0.31  0.632]
 [0.026 0.305]
 [0.663 0.62 ]]",0.0,0.9,1,0
1572,1573,1,"[0.515, 0.665]",1,1,0,0.665,"[[0.31  0.632]
 [0.026 0.332]
 [0.663 0.62 ]]",0.0,0.9,1,0
1573,1574,2,"[0.215, 0.365]",1,1,1,0.365,"[[0.31  0.662]
 [0.026 0.332]
 [0.663 0.62 ]]",0.0,0.9,1,0
1574,1575,1,"[0.455, 0.305]",1,1,0,0.455,"[[0.31  0.662]
 [0.026 0.362]
 [0.663 0.62 ]]",0.0,0.9,1,0
1575,1576,2,"[0.155, 0.005]",1,1,1,0.155,"[[0.31  0.476]
 [0.026 0.362]
 [0.663 0.62 ]]",0.0,0.9,1,0
1576,1577,1,"[0.345, 0.495]",1,1,0,0.495,"[[0.31  0.476]
 [0.026 0.176]
 [0.663 0.62 ]]",0.0,0.9,1,0
1577,1578,2,"[0.195, 0.045]",1,1,1,0.195,"[[0.31  0.493]
 [0.026 0.176]
 [0.663 0.62 ]]",0.0,0.9,1,0
1578,1579,1,"[0.675, 0.525]",1,1,0,0.675,"[[0.31  0.493]
 [0.026 0.193]
 [0.663 0.62 ]]",0.0,0.9,1,0
1579,1580,2,"[0.225, 0.375]",1,1,1,0.375,"[[0.31  0.657]
 [0.026 0.193]
 [0.663 0.62 ]]",0.0,0.9,1,0
1580,1581,1,"[0.475, 0.325]",1,1,0,0.475,"[[0.31  0.657]
 [0.026 0.357]
 [0.663 0.62 ]]",0.0,0.9,1,0
1581,1582,2,"[0.175, 0.025]",1,1,1,0.175,"[[0.31  0.493]
 [0.026 0.357]
 [0.663 0.62 ]]",0.0,0.9,1,0
1582,1583,1,"[0.495, 0.345]",1,1,0,0.495,"[[0.31  0.493]
 [0.026 0.193]
 [0.663 0.62 ]]",0.0,0.9,1,0
1583,1584,2,"[0.045, 0.195]",1,1,1,0.195,"[[0.31  0.495]
 [0.026 0.193]
 [0.663 0.62 ]]",0.0,0.9,1,0
1584,1585,1,"[0.635, 0.485]",1,1,0,0.635,"[[0.31  0.495]
 [0.026 0.195]
 [0.663 0.62 ]]",0.0,0.9,1,0
1585,1586,2,"[0.185, 0.335]",1,1,1,0.335,"[[0.31  0.621]
 [0.026 0.195]
 [0.663 0.62 ]]",0.0,0.9,1,0
1586,1587,1,"[0.565, 0.415]",1,1,0,0.565,"[[0.31  0.621]
 [0.026 0.321]
 [0.663 0.62 ]]",0.0,0.9,1,0
1587,1588,2,"[0.115, 0.265]",1,1,1,0.265,"[[0.31  0.571]
 [0.026 0.321]
 [0.663 0.62 ]]",0.0,0.9,1,0
1588,1589,1,"[0.505, 0.655]",1,1,0,0.655,"[[0.31  0.571]
 [0.026 0.271]
 [0.663 0.62 ]]",0.0,0.9,1,0
1589,1590,2,"[0.205, 0.355]",1,1,1,0.355,"[[0.31  0.647]
 [0.026 0.271]
 [0.663 0.62 ]]",0.0,0.9,1,0
1590,1591,1,"[0.525, 0.675]",1,1,0,0.675,"[[0.31  0.647]
 [0.026 0.347]
 [0.663 0.62 ]]",0.0,0.9,1,0
1591,1592,2,"[0.225, 0.375]",1,1,1,0.375,"[[0.31  0.672]
 [0.026 0.347]
 [0.663 0.62 ]]",0.0,0.9,1,0
1592,1593,1,"[0.595, 0.445]",1,1,0,0.595,"[[0.31  0.672]
 [0.026 0.372]
 [0.663 0.62 ]]",0.0,0.9,1,0
1593,1594,2,"[0.295, 0.145]",1,1,1,0.295,"[[0.31  0.603]
 [0.026 0.372]
 [0.663 0.62 ]]",0.0,0.9,1,0
1594,1595,1,"[0.465, 0.615]",1,1,0,0.615,"[[0.31  0.603]
 [0.026 0.303]
 [0.663 0.62 ]]",0.0,0.9,1,0
1595,1596,2,"[0.315, 0.165]",1,1,1,0.315,"[[0.31  0.614]
 [0.026 0.303]
 [0.663 0.62 ]]",0.0,0.9,1,0
1596,1597,1,"[0.475, 0.325]",1,1,0,0.475,"[[0.31  0.614]
 [0.026 0.314]
 [0.663 0.62 ]]",0.0,0.9,1,0
1597,1598,2,"[0.025, 0.175]",1,1,1,0.175,"[[0.31  0.489]
 [0.026 0.314]
 [0.663 0.62 ]]",0.0,0.9,1,0
1598,1599,1,"[0.625, 0.475]",1,1,0,0.625,"[[0.31  0.489]
 [0.026 0.189]
 [0.663 0.62 ]]",0.0,0.9,1,0
1599,1600,2,"[0.175, 0.325]",1,1,1,0.325,"[[0.31  0.611]
 [0.026 0.189]
 [0.663 0.62 ]]",0.0,0.9,1,0
1600,1601,1,"[0.43, 0.63]",1,1,0,0.63,"[[0.31  0.611]
 [0.026 0.311]
 [0.663 0.62 ]]",0.0,0.9,1,0
1601,1602,2,"[0.33, 0.13]",1,1,1,0.33,"[[0.31  0.628]
 [0.026 0.311]
 [0.663 0.62 ]]",0.0,0.9,1,0
1602,1603,1,"[0.36, 0.56]",1,1,0,0.56,"[[0.31  0.628]
 [0.026 0.328]
 [0.663 0.62 ]]",0.0,0.9,1,0
1603,1604,2,"[0.06, 0.26]",1,1,1,0.26,"[[0.31  0.567]
 [0.026 0.328]
 [0.663 0.62 ]]",0.0,0.9,1,0
1604,1605,1,"[0.42, 0.62]",1,1,0,0.62,"[[0.31  0.567]
 [0.026 0.267]
 [0.663 0.62 ]]",0.0,0.9,1,0
1605,1606,2,"[0.12, 0.32]",1,1,1,0.32,"[[0.31  0.615]
 [0.026 0.267]
 [0.663 0.62 ]]",0.0,0.9,1,0
1606,1607,1,"[0.35, 0.55]",1,1,0,0.55,"[[0.31  0.615]
 [0.026 0.315]
 [0.663 0.62 ]]",0.0,0.9,1,0
1607,1608,2,"[0.05, 0.25]",1,1,1,0.25,"[[0.31  0.556]
 [0.026 0.315]
 [0.663 0.62 ]]",0.0,0.9,1,0
1608,1609,1,"[0.68, 0.48]",1,1,0,0.68,"[[0.31  0.556]
 [0.026 0.256]
 [0.663 0.62 ]]",0.0,0.9,1,0
1609,1610,2,"[0.18, 0.38]",1,1,1,0.38,"[[0.31  0.668]
 [0.026 0.256]
 [0.663 0.62 ]]",0.0,0.9,1,0
1610,1611,1,"[0.48, 0.68]",1,1,0,0.68,"[[0.31  0.668]
 [0.026 0.368]
 [0.663 0.62 ]]",0.0,0.9,1,0
1611,1612,2,"[0.38, 0.18]",1,1,1,0.38,"[[0.31  0.679]
 [0.026 0.368]
 [0.663 0.62 ]]",0.0,0.9,1,0
1612,1613,1,"[0.34, 0.54]",1,1,0,0.54,"[[0.31  0.679]
 [0.026 0.379]
 [0.663 0.62 ]]",0.0,0.9,1,0
1613,1614,2,"[0.04, 0.24]",1,1,1,0.24,"[[0.31  0.554]
 [0.026 0.379]
 [0.663 0.62 ]]",0.0,0.9,1,0
1614,1615,1,"[0.37, 0.57]",1,1,0,0.57,"[[0.31  0.554]
 [0.026 0.254]
 [0.663 0.62 ]]",0.0,0.9,1,0
1615,1616,2,"[0.07, 0.27]",1,1,1,0.27,"[[0.31  0.568]
 [0.026 0.254]
 [0.663 0.62 ]]",0.0,0.9,1,0
1616,1617,1,"[0.63, 0.43]",1,1,0,0.63,"[[0.31  0.568]
 [0.026 0.268]
 [0.663 0.62 ]]",0.0,0.9,1,0
1617,1618,2,"[0.13, 0.33]",1,1,1,0.33,"[[0.31  0.624]
 [0.026 0.268]
 [0.663 0.62 ]]",0.0,0.9,1,0
1618,1619,1,"[0.67, 0.47]",1,1,0,0.67,"[[0.31  0.624]
 [0.026 0.324]
 [0.663 0.62 ]]",0.0,0.9,1,0
1619,1620,2,"[0.37, 0.17]",1,1,1,0.37,"[[0.31  0.665]
 [0.026 0.324]
 [0.663 0.62 ]]",0.0,0.9,1,0
1620,1621,1,"[0.42, 0.62]",1,1,0,0.62,"[[0.31  0.665]
 [0.026 0.365]
 [0.663 0.62 ]]",0.0,0.9,1,0
1621,1622,2,"[0.12, 0.32]",1,1,1,0.32,"[[0.31  0.625]
 [0.026 0.365]
 [0.663 0.62 ]]",0.0,0.9,1,0
1622,1623,1,"[0.39, 0.59]",1,1,0,0.59,"[[0.31  0.625]
 [0.026 0.325]
 [0.663 0.62 ]]",0.0,0.9,1,0
1623,1624,2,"[0.29, 0.09]",1,1,1,0.29,"[[0.31  0.593]
 [0.026 0.325]
 [0.663 0.62 ]]",0.0,0.9,1,0
1624,1625,1,"[0.61, 0.41]",1,1,0,0.61,"[[0.31  0.593]
 [0.026 0.293]
 [0.663 0.62 ]]",0.0,0.9,1,0
1625,1626,2,"[0.31, 0.11]",1,1,1,0.31,"[[0.31  0.608]
 [0.026 0.293]
 [0.663 0.62 ]]",0.0,0.9,1,0
1626,1627,1,"[0.41, 0.61]",1,1,0,0.61,"[[0.31  0.608]
 [0.026 0.308]
 [0.663 0.62 ]]",0.0,0.9,1,0
1627,1628,2,"[0.11, 0.31]",1,1,1,0.31,"[[0.31  0.61 ]
 [0.026 0.308]
 [0.663 0.62 ]]",0.0,0.9,1,0
1628,1629,1,"[0.57, 0.37]",1,1,0,0.57,"[[0.31  0.61 ]
 [0.026 0.31 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1629,1630,2,"[0.27, 0.07]",1,1,1,0.27,"[[0.31  0.574]
 [0.026 0.31 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1630,1631,1,"[0.45, 0.65]",1,1,0,0.65,"[[0.31  0.574]
 [0.026 0.274]
 [0.663 0.62 ]]",0.0,0.9,1,0
1631,1632,2,"[0.15, 0.35]",1,1,1,0.35,"[[0.31  0.642]
 [0.026 0.274]
 [0.663 0.62 ]]",0.0,0.9,1,0
1632,1633,1,"[0.34, 0.54]",1,1,0,0.54,"[[0.31  0.642]
 [0.026 0.342]
 [0.663 0.62 ]]",0.0,0.9,1,0
1633,1634,2,"[0.24, 0.04]",1,1,1,0.24,"[[0.31  0.55 ]
 [0.026 0.342]
 [0.663 0.62 ]]",0.0,0.9,1,0
1634,1635,1,"[0.64, 0.44]",1,1,0,0.64,"[[0.31  0.55 ]
 [0.026 0.25 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1635,1636,2,"[0.14, 0.34]",1,1,1,0.34,"[[0.31  0.631]
 [0.026 0.25 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1636,1637,1,"[0.66, 0.46]",1,1,0,0.66,"[[0.31  0.631]
 [0.026 0.331]
 [0.663 0.62 ]]",0.0,0.9,1,0
1637,1638,2,"[0.16, 0.36]",1,1,1,0.36,"[[0.31  0.657]
 [0.026 0.331]
 [0.663 0.62 ]]",0.0,0.9,1,0
1638,1639,1,"[0.35, 0.55]",1,1,0,0.55,"[[0.31  0.657]
 [0.026 0.357]
 [0.663 0.62 ]]",0.0,0.9,1,0
1639,1640,2,"[0.05, 0.25]",1,1,1,0.25,"[[0.31  0.561]
 [0.026 0.357]
 [0.663 0.62 ]]",0.0,0.9,1,0
1640,1641,1,"[0.36, 0.56]",1,1,0,0.56,"[[0.31  0.561]
 [0.026 0.261]
 [0.663 0.62 ]]",0.0,0.9,1,0
1641,1642,2,"[0.26, 0.06]",1,1,1,0.26,"[[0.31  0.56 ]
 [0.026 0.261]
 [0.663 0.62 ]]",0.0,0.9,1,0
1642,1643,1,"[0.69, 0.49]",1,1,0,0.69,"[[0.31  0.56 ]
 [0.026 0.26 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1643,1644,2,"[0.19, 0.39]",1,1,1,0.39,"[[0.31  0.677]
 [0.026 0.26 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1644,1645,1,"[0.55, 0.35]",1,1,0,0.55,"[[0.31  0.677]
 [0.026 0.377]
 [0.663 0.62 ]]",0.0,0.9,1,0
1645,1646,2,"[0.05, 0.25]",1,1,1,0.25,"[[0.31  0.563]
 [0.026 0.377]
 [0.663 0.62 ]]",0.0,0.9,1,0
1646,1647,1,"[0.36, 0.56]",1,1,0,0.56,"[[0.31  0.563]
 [0.026 0.263]
 [0.663 0.62 ]]",0.0,0.9,1,0
1647,1648,2,"[0.06, 0.26]",1,1,1,0.26,"[[0.31  0.56 ]
 [0.026 0.263]
 [0.663 0.62 ]]",0.0,0.9,1,0
1648,1649,1,"[0.46, 0.66]",1,1,0,0.66,"[[0.31  0.56 ]
 [0.026 0.26 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1649,1650,2,"[0.16, 0.36]",1,1,1,0.36,"[[0.31  0.65 ]
 [0.026 0.26 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1650,1651,1,"[0.43, 0.63]",1,1,0,0.63,"[[0.31  0.65 ]
 [0.026 0.35 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1651,1652,2,"[0.13, 0.33]",1,1,1,0.33,"[[0.31  0.632]
 [0.026 0.35 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1652,1653,1,"[0.53, 0.33]",1,1,0,0.53,"[[0.31  0.632]
 [0.026 0.332]
 [0.663 0.62 ]]",0.0,0.9,1,0
1653,1654,2,"[0.03, 0.23]",1,1,1,0.23,"[[0.31  0.54 ]
 [0.026 0.332]
 [0.663 0.62 ]]",0.0,0.9,1,0
1654,1655,1,"[0.45, 0.65]",1,1,0,0.65,"[[0.31  0.54 ]
 [0.026 0.24 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1655,1656,2,"[0.35, 0.15]",1,1,1,0.35,"[[0.31  0.639]
 [0.026 0.24 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1656,1657,1,"[0.68, 0.48]",1,1,0,0.68,"[[0.31  0.639]
 [0.026 0.339]
 [0.663 0.62 ]]",0.0,0.9,1,0
1657,1658,2,"[0.18, 0.38]",1,1,1,0.38,"[[0.31  0.676]
 [0.026 0.339]
 [0.663 0.62 ]]",0.0,0.9,1,0
1658,1659,1,"[0.33, 0.53]",1,1,0,0.53,"[[0.31  0.676]
 [0.026 0.376]
 [0.663 0.62 ]]",0.0,0.9,1,0
1659,1660,2,"[0.03, 0.23]",1,1,1,0.23,"[[0.31  0.545]
 [0.026 0.376]
 [0.663 0.62 ]]",0.0,0.9,1,0
1660,1661,1,"[0.4, 0.6]",1,1,0,0.6,"[[0.31  0.545]
 [0.026 0.245]
 [0.663 0.62 ]]",0.0,0.9,1,0
1661,1662,2,"[0.3, 0.1]",1,1,1,0.3,"[[0.31  0.594]
 [0.026 0.245]
 [0.663 0.62 ]]",0.0,0.9,1,0
1662,1663,1,"[0.36, 0.56]",1,1,0,0.56,"[[0.31  0.594]
 [0.026 0.294]
 [0.663 0.62 ]]",0.0,0.9,1,0
1663,1664,2,"[0.06, 0.26]",1,1,1,0.26,"[[0.31  0.563]
 [0.026 0.294]
 [0.663 0.62 ]]",0.0,0.9,1,0
1664,1665,1,"[0.58, 0.38]",1,1,0,0.58,"[[0.31  0.563]
 [0.026 0.263]
 [0.663 0.62 ]]",0.0,0.9,1,0
1665,1666,2,"[0.08, 0.28]",1,1,1,0.28,"[[0.31  0.578]
 [0.026 0.263]
 [0.663 0.62 ]]",0.0,0.9,1,0
1666,1667,1,"[0.34, 0.54]",1,1,0,0.54,"[[0.31  0.578]
 [0.026 0.278]
 [0.663 0.62 ]]",0.0,0.9,1,0
1667,1668,2,"[0.24, 0.04]",1,1,1,0.24,"[[0.31  0.544]
 [0.026 0.278]
 [0.663 0.62 ]]",0.0,0.9,1,0
1668,1669,1,"[0.32, 0.52]",1,1,0,0.52,"[[0.31  0.544]
 [0.026 0.244]
 [0.663 0.62 ]]",0.0,0.9,1,0
1669,1670,2,"[0.22, 0.02]",1,1,1,0.22,"[[0.31  0.522]
 [0.026 0.244]
 [0.663 0.62 ]]",0.0,0.9,1,0
1670,1671,1,"[0.44, 0.64]",1,1,0,0.64,"[[0.31  0.522]
 [0.026 0.222]
 [0.663 0.62 ]]",0.0,0.9,1,0
1671,1672,2,"[0.34, 0.14]",1,1,1,0.34,"[[0.31  0.628]
 [0.026 0.222]
 [0.663 0.62 ]]",0.0,0.9,1,0
1672,1673,1,"[0.58, 0.38]",1,1,0,0.58,"[[0.31  0.628]
 [0.026 0.328]
 [0.663 0.62 ]]",0.0,0.9,1,0
1673,1674,2,"[0.08, 0.28]",1,1,1,0.28,"[[0.31  0.585]
 [0.026 0.328]
 [0.663 0.62 ]]",0.0,0.9,1,0
1674,1675,1,"[0.69, 0.49]",1,1,0,0.69,"[[0.31  0.585]
 [0.026 0.285]
 [0.663 0.62 ]]",0.0,0.9,1,0
1675,1676,2,"[0.19, 0.39]",1,1,1,0.39,"[[0.31  0.679]
 [0.026 0.285]
 [0.663 0.62 ]]",0.0,0.9,1,0
1676,1677,1,"[0.51, 0.31]",1,1,0,0.51,"[[0.31  0.679]
 [0.026 0.379]
 [0.663 0.62 ]]",0.0,0.9,1,0
1677,1678,2,"[0.21, 0.01]",1,1,1,0.21,"[[0.31  0.527]
 [0.026 0.379]
 [0.663 0.62 ]]",0.0,0.9,1,0
1678,1679,1,"[0.32, 0.52]",1,1,0,0.52,"[[0.31  0.527]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1679,1680,2,"[0.02, 0.22]",1,1,1,0.22,"[[0.31  0.521]
 [0.026 0.227]
 [0.663 0.62 ]]",0.0,0.9,1,0
1680,1681,1,"[0.55, 0.35]",1,1,0,0.55,"[[0.31  0.521]
 [0.026 0.221]
 [0.663 0.62 ]]",0.0,0.9,1,0
1681,1682,2,"[0.05, 0.25]",1,1,1,0.25,"[[0.31  0.547]
 [0.026 0.221]
 [0.663 0.62 ]]",0.0,0.9,1,0
1682,1683,1,"[0.61, 0.41]",1,1,0,0.61,"[[0.31  0.547]
 [0.026 0.247]
 [0.663 0.62 ]]",0.0,0.9,1,0
1683,1684,2,"[0.11, 0.31]",1,1,1,0.31,"[[0.31  0.604]
 [0.026 0.247]
 [0.663 0.62 ]]",0.0,0.9,1,0
1684,1685,1,"[0.45, 0.65]",1,1,0,0.65,"[[0.31  0.604]
 [0.026 0.304]
 [0.663 0.62 ]]",0.0,0.9,1,0
1685,1686,2,"[0.15, 0.35]",1,1,1,0.35,"[[0.31  0.645]
 [0.026 0.304]
 [0.663 0.62 ]]",0.0,0.9,1,0
1686,1687,1,"[0.63, 0.43]",1,1,0,0.63,"[[0.31  0.645]
 [0.026 0.345]
 [0.663 0.62 ]]",0.0,0.9,1,0
1687,1688,2,"[0.13, 0.33]",1,1,1,0.33,"[[0.31  0.632]
 [0.026 0.345]
 [0.663 0.62 ]]",0.0,0.9,1,0
1688,1689,1,"[0.51, 0.31]",1,1,0,0.51,"[[0.31  0.632]
 [0.026 0.332]
 [0.663 0.62 ]]",0.0,0.9,1,0
1689,1690,2,"[0.01, 0.21]",1,1,1,0.21,"[[0.31  0.522]
 [0.026 0.332]
 [0.663 0.62 ]]",0.0,0.9,1,0
1690,1691,1,"[0.62, 0.42]",1,1,0,0.62,"[[0.31  0.522]
 [0.026 0.222]
 [0.663 0.62 ]]",0.0,0.9,1,0
1691,1692,2,"[0.12, 0.32]",1,1,1,0.32,"[[0.31  0.61 ]
 [0.026 0.222]
 [0.663 0.62 ]]",0.0,0.9,1,0
1692,1693,1,"[0.64, 0.44]",1,1,0,0.64,"[[0.31  0.61 ]
 [0.026 0.31 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1693,1694,2,"[0.34, 0.14]",1,1,1,0.34,"[[0.31  0.637]
 [0.026 0.31 ]
 [0.663 0.62 ]]",0.0,0.9,1,0
1694,1695,1,"[0.53, 0.33]",1,1,0,0.53,"[[0.31  0.637]
 [0.026 0.337]
 [0.663 0.62 ]]",0.0,0.9,1,0
1695,1696,2,"[0.03, 0.23]",1,1,1,0.23,"[[0.31  0.541]
 [0.026 0.337]
 [0.663 0.62 ]]",0.0,0.9,1,0
1696,1697,1,"[0.58, 0.38]",1,1,0,0.58,"[[0.31  0.541]
 [0.026 0.241]
 [0.663 0.62 ]]",0.0,0.9,1,0
1697,1698,2,"[0.08, 0.28]",1,1,1,0.28,"[[0.31  0.576]
 [0.026 0.241]
 [0.663 0.62 ]]",0.0,0.9,1,0
1698,1699,1,"[0.54, 0.34]",1,1,0,0.54,"[[0.31  0.576]
 [0.026 0.276]
 [0.663 0.62 ]]",0.0,0.9,1,0
1699,1700,2,"[0.24, 0.04]",1,1,1,0.24,"[[0.31  0.544]
 [0.026 0.276]
 [0.663 0.62 ]]",0.0,0.9,1,0
